pac_id,id,name,total,pacs,individuals,release_date,traitor_id,traitor_name,traitor_state,traitor_chamber
         ,D000021939,Cornerstone Government Affairs,4750,0,4750,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00358440,D000021862,Balch & Bingham,4500,3000,1500,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00035204,D000000379,Energy Marketers of America,4500,4500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00363879,D000000255,Entergy Corp,4500,4500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00238725,D000000285,National Air Traffic Controllers Assn,4500,4500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00248716,D000000461,Comcast Corp,4003,4000,3,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00010868,D000000682,American Council of Engineering Cos,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00109017,D000000076,AT&T Inc,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00150797,D000000466,Blank Rome LLP,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00163832,D000000148,CSX Corp,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00078451,D000000165,General Dynamics,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00024869,D000000125,General Electric,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00299321,D000000193,MGM Resorts International,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000037401,Scalise for Congress,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00321802,          ,VT Halter Marine,4000,4000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,          ,Hancock Bank,3800,0,3800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00094573,D000000582,Alabama Farmers Federation,3500,3500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00440651,D000025467,Denbury Resources,3500,3500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000033379,Edison Chouest Offshore,3500,0,3500,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00168120,D000027505,McGlinchey Stafford Pllc,3300,0,3300,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00024968,D000000194,American Optometric Assn,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00572271,          ,Building America's Republican Representation,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00382275,D000024527,Butler Snow LLP,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00451518,          ,Crowe LLP,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,          ,Delta Capital Research LLC,3000,0,3000,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00410068,D000021992,Fraternity & Sorority PAC,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000034556,Howard Industries,3000,0,3000,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00004952,D000011390,Mississippi ACRE,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00079681,D000022136,National Propane Gas Assn,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00002972,D000000153,National Rural Electric Cooperative Assn,3000,3000,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00282921,D000000479,Winston & Strawn,3000,2500,500,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,          ,Aladdin Construction Co,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000043367,Blacklidge Emulsions,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000032041,Bollinger Shipyards,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,          ,Conversion Technology,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,          ,Double Quick Inc,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000034155,Granite Telecommunications,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00730903,          ,Mississippi Farm Bureau Federation,2800,2800,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,          ,Salltport Global,2800,0,2800,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00408500,D000029365,Telapex Inc,2800,2800,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00712695,          ,Vitoria PAC,2800,2800,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
         ,D000034825,Jeff Miller for Congress,2750,2750,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00027532,          ,American Maritime Officers,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00656868,D000069746,Chemours Co,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00346353,          ,CRH Americas,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00275123,          ,Leonardo DRS,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00075341,D000000355,Motorola Solutions,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00126763,D000000240,National Assn of Convenience Stores,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C90020850,D000000431,National Cotton Council,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00042002,          ,Reynolds American,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00010470,D000000118,Union Pacific Corp,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00007948,D000000430,Weyerhaeuser Co,2500,2500,0,2020-12-26 00:00:00 +0000,N00031958,Steven Palazzo,Miss.,House 
C00010470,D000000118,Union Pacific Corp,35000,17500,17500,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00391979,D000026473,Herzog Contracting                      ,31800,0,31800,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00068692,D000000089,FedEx Corp,22800,20000,2800,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00000059,D000000474,Hallmark Cards,22200,6000,16200,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00219642,          ,Enterprise Rent-A-Car,20600,15000,5600,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00035451,D000000117,Air Line Pilots Assn,20000,20000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00131185,D000000233,Aircraft Owners & Pilots Assn,20000,20000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00109017,D000000076,AT&T Inc,20000,20000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,D000021757,Berkshire Hathaway,20000,20000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00104802,D000000350,Delta Air Lines,20000,20000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00147173,D000000356,Wine & Spirits Wholesalers of America,18623,18623,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00238725,D000000285,National Air Traffic Controllers Assn,17500,17500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00144766,D000000101,National Beer Wholesalers Assn,17500,17500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00139451,D000026944,Kansas City Southern,17250,15000,2250,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00097568,D000072615,Raytheon Technologies,17000,17000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00002881,D000000177,American Trucking Assns,16000,16000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00488262,D000070195,Netjets Assn of Shared Aircraft Pilots,16000,16000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00142711,D000000100,Boeing Co,15500,15000,500,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00206136,D000023888,Ameren Corp,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00163832,D000000148,CSX Corp,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00366070,D000025772,Federal Aviation Admin Managers Assn,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00096156,D000000334,Honeywell International,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C70002563,D000000062,National Assn of Realtors,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00319723,D000027825,National Business Aircraft Assn,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00113811,D000000411,National Electrical Contractors Assn,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00089458,D000022140,"National Stone, Sand & Gravel Assn",15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00009282,D000019639,Norfolk Southern,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00088591,D000000170,Northrop Grumman,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00064766,D000000081,United Parcel Service,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00040394,D000000480,Williams Companies,15000,15000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00478099,D000045889,Atlas Air Worldwide,13500,13500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00437244,D000026668,Invenergy LLC,13200,2000,11200,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00173153,D000000349,American Assn of Nurse Anesthetists,12500,12500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00215285,D000000317,General Atomics,12500,12500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00040998,D000000080,National Auto Dealers Assn,12500,12500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C90016437,D000000086,National Assn of Home Builders,11500,11500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,D000000832,Carnival Corp                           ,11200,0,11200,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,D000068060,Clearpath Foundation,11200,0,11200,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00360354,D000023883,Amazon.com,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00107300,          ,American Airlines,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00418269,          ,American Commercial Barge Line,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00010868,D000000682,American Council of Engineering Cos,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00110338,D000000219,American Crystal Sugar,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00034678,D000024032,American Waterways Operators,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C90020843,D000000197,Associated General Contractors,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,D000032041,Bollinger Shipyards,10000,0,10000,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00442913,D000024518,Burns & McDonnell,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00001016,D000000073,Carpenters & Joiners Union,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00148031,D000000352,Caterpillar Inc,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00151787,D000021944,Cubic Corp,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00204099,D000000408,Deere & Co,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00211318,D000000131,Deloitte LLP,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00076810,D000000155,General Motors,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00284885,D000000419,Home Depot,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00240911,D000026820,JM Family Enterprises,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00236489,D000000186,Koch Industries,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00428052,D000027353,Majority Cmte PAC,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00113241,D000027790,National Apartment Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00023580,D000000084,National Assn of Letter Carriers,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00097865,D000027807,National Assn of Truck Stop Operators,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00002972,D000000153,National Rural Electric Cooperative Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00029504,D000000139,Operating Engineers Union,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00236778,D000022172,Owner-Operator Independent Drivers Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00103549,D000022175,Parsons Corp,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00344648,D000022218,Rely on Your Beliefs,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00286401,D000000145,Seafarers International Union           ,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00360669,D000029139,Southwest Airlines Pilots Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00499400,D000071019,Truck Renting & Leasing Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00046474,D000000182,Ford Motor Co,9500,9500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00078451,D000000165,General Dynamics,9000,9000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00045781,D000000653,Outdoor Advertising Assn of America,9000,7000,2000,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00144774,D000000168,Southern Co                             ,9000,9000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00401083,D000067299,Squire Patton Boggs,9000,8500,500,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00095869,D000000297,Edison Electric Institute,8500,8500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,          ,Herzog LLC,8400,0,8400,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00114694,D000000545,Airlines for America,8000,7500,500,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00346353,          ,CRH Americas,8000,8000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00496836,D000064974,Old Dominion Freight Line,8000,8000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00268904,D000029514,Trinity Industries,8000,8000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00101766,          ,United Airlines,8000,8000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00374447,          ,AECOM US,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00426775,D000000672,Charter Communications,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C70003108,D000000135,International Assn of Fire Fighters,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00126763,D000000240,National Assn of Convenience Stores,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00170258,D000027814,National Assn of Mutual Insurance Companies,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00130773,D000000755,National Multifamily Housing Council,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,D000054524,Navigators Global,7500,0,7500,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00513549,D000019668,Phillips 66,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00001636,          ,SMART Transportation Division,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00164145,D000029616,USAA,7500,7500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00486779,D000047416,Association of Oil Pipe Lines,7000,7000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00034405,D000000171,International Paper,7000,7000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00114025,D000027877,National Ready Mixed Concrete Assn,7000,7000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00444539,D000027791,National Asphalt Pavement Assn,6500,6500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00457754,D000046048,US Travel Assn,6500,6500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00186288,D000000079,Verizon Communications,6500,6500,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00289058,          ,Genesee & Wyoming,6431,5931,500,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00024869,D000000125,General Electric,6250,5500,750,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00176727,D000023918,American Assn of Airport Executives,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00425686,D000023942,American Concrete Pipe Assn,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00227744,D000000098,Ernst & Young,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00111310,D000070783,Evergy Inc,6000,5000,1000,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00544908,          ,Florida East Coast Industries,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00237065,D000000442,Portland Cement Assn,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00236034,D000029797,Werner Enterprises,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
C00287003,          ,WSP worldwide,6000,6000,0,2020-12-26 00:00:00 +0000,N00013323,Sam Graves,Mo.,House 
         ,D000055707,Production Products,33000,0,33000,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00097568,D000072615,Raytheon Technologies,21015,21000,15,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00088591,D000000170,Northrop Grumman,21011,20000,1011,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00142711,D000000100,Boeing Co,20105,20000,105,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00428052,D000027353,Majority Cmte PAC,20000,20000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000055134,Ozarks Coca-Cola Bottling,16600,0,16600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C70002563,D000000062,National Assn of Realtors,16000,16000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00064766,D000000081,United Parcel Service,14006,14000,6,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C30002851,D000000087,American Bankers Assn,12500,12500,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00467431,D000070192,Eye of the Tiger PAC,12500,12500,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00370114,D000000414,Charles Schwab Corp,11577,0,11577,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000031831,Bartlett Grain,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000021943,Crow Holdings,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000035452,Loren Cook Co,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Mid Am Building Supply,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000062455,Midway Usa,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,MS Management Corp,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Orscheln Management                               ,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Orscheln Products                                 ,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Timber Ridge Builders,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Willard Asphalt,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Willard Asphalt Paving,11200,0,11200,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000062227,Lucas Oil Products,10800,0,10800,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Community Bank of Raymore,10250,0,10250,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00096156,D000000334,Honeywell International,10152,10000,152,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00206136,D000023888,Ameren Corp,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00110338,D000000219,American Crystal Sugar,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00303883,          ,Case New Holland,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00570945,          ,E-PAC,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00002972,D000000153,National Rural Electric Cooperative Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00304477,D000028179,Oshkosh Corp,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00107235,D000000124,PricewaterhouseCoopers,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00344648,D000022218,Rely on Your Beliefs,10000,10000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00275123,          ,Leonardo DRS,9000,9000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00078451,D000000165,General Dynamics,8504,8500,4,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000033165,Diamond Pet Foods,8400,0,8400,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Hico Seeds                                        ,8400,0,8400,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00303024,D000000104,Lockheed Martin,8026,8000,26,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00442913,D000024518,Burns & McDonnell,7800,5000,2800,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00391979,D000026473,Herzog Contracting,7600,2000,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00453688,D000026741,JE Dunn Construction Group,7350,1000,6350,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Country Club Bank,6600,0,6600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00024869,D000000125,General Electric,6011,6000,11,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00592089,          ,Electing Majority Making Effective Republicans,6000,6000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00325092,D000064813,Huntington Ingalls Industries,6000,6000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00075341,D000000355,Motorola Solutions,6000,6000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00279505,D000028518,Rain & Hail Insurance Society,6000,6000,0,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
C00076810,D000000155,General Motors,5870,5000,870,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Bristol Manufacturing,5600,0,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Bukowsky Law Firm,5600,0,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000032623,Civic Service Inc,5600,0,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,Medart Inc,5600,0,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,D000037294,Russell Stover Candies,5600,0,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
         ,          ,TC Jacoby & Co,5600,0,5600,2020-12-26 00:00:00 +0000,N00031005,Vicky Hartzler,Mo.,House 
